6,0.99,4,48,140
6,0.8,4,48,140
7,0.99,4,48,88
7,0.8,4,48,88
8,0.99,4,48,84
8,0.8,4,48,84
9,0.99,4,48,104
9,0.8,4,48,104
10,0.8,4,48,132
11,0.8,4,48,160
10,0.8,4,48,132
11,0.8,4,48,160
1,0.99,4,48,76
1,0.95,4,48,76
1,0.9,4,48,76
1,0.8,4,48,76
2,0.99,4,48,112
2,0.95,4,48,112
2,0.9,4,48,112
2,0.8,4,48,112
3,0.99,4,48,112
3,0.95,4,48,112
1,0.99,4,48,76
1,0.95,4,48,76
1,0.9,4,48,76
1,0.8,4,48,76
2,0.99,4,48,112
2,0.95,4,48,112
2,0.9,4,48,112
2,0.8,4,48,112
3,0.99,4,48,112
3,0.95,4,48,112
3,0.9,4,48,112
1,0.99,4,48,76
1,0.99,4,48,76
1,0.99,4,48,76
1,0.95,4,48,76
1,0.9,4,48,76
1,0.99,4,48,76
1,0.95,4,48,76
1,0.9,4,48,76
1,0.8,4,48,76
2,0.99,4,48,112
2,0.95,4,48,112
2,0.9,4,48,112
2,0.8,4,48,112
3,0.99,4,48,112
3,0.95,4,48,112
3,0.9,4,48,112
3,0.8,4,48,112
5,0.99,4,48,140
5,0.95,4,48,140
5,0.9,4,48,140
5,0.8,4,48,140
6,0.99,4,48,140
6,0.95,4,48,140
6,0.9,4,48,140
6,0.8,4,48,140
7,0.99,4,48,88
7,0.95,4,48,88
7,0.9,4,48,88
7,0.8,4,48,88
8,0.99,4,48,84
8,0.95,4,48,84
8,0.9,4,48,84
8,0.8,4,48,84
9,0.99,4,48,104
9,0.95,4,48,104
9,0.9,4,48,104
9,0.8,4,48,104
10,0.99,4,48,132
10,0.95,4,48,132
10,0.9,4,48,132
10,0.8,4,48,132
11,0.99,4,48,160
11,0.95,4,48,160
11,0.9,4,48,160
11,0.8,4,48,160
1,0.99,4,48,76
1,0.95,4,48,76
1,0.9,4,48,76
1,0.8,4,48,76
2,0.99,4,48,112
2,0.95,4,48,112
2,0.9,4,48,112
2,0.8,4,48,112
3,0.99,4,48,112
3,0.95,4,48,112
3,0.9,4,48,112
3,0.8,4,48,112
5,0.99,4,48,140
5,0.95,4,48,140
5,0.9,4,48,140
5,0.8,4,48,140
6,0.99,4,48,140
6,0.95,4,48,140
6,0.9,4,48,140
6,0.8,4,48,140
7,0.99,4,48,88
7,0.95,4,48,88
7,0.9,4,48,88
7,0.8,4,48,88
8,0.99,4,48,84
8,0.95,4,48,84
8,0.9,4,48,84
8,0.8,4,48,84
9,0.99,4,48,104
9,0.95,4,48,104
9,0.9,4,48,104
9,0.8,4,48,104
10,0.99,4,48,132
10,0.95,4,48,132
10,0.9,4,48,132
10,0.8,4,48,132
11,0.99,4,48,160
11,0.95,4,48,160
11,0.9,4,48,160
11,0.8,4,48,160
1,0.99,4,571,76
1,0.8,10,48,168
1,0.8,10,48,168
1,0.8,10,48,168
1,0.8,10,48,118
1,0.8,10,48,118
2,0.8,10,48,208
3,0.8,10,48,208
5,0.8,10,48,278
6,0.8,10,48,278
2,0.8,10,48,208
3,0.8,10,48,208
1,0.8,10,48,118
3,0.99,4,1912,112
3,0.8,4,1303,112
5,0.99,4,5703,140
3,0.99,7,4744,160
3,0.9,7,4314,160
3,0.8,7,3427,160
5,0.99,7,6116,209
5,0.9,7,5539,209
5,0.8,7,4631,209
1,0.8,7,675,97
2,0.8,7,2055,160
3,0.8,7,2032,160
1,0.8,7,674,97
1,0.8,7,48,97
1,0.8,7,48,97
2,0.8,7,48,160
3,0.8,7,48,160
5,0.8,7,48,209
6,0.8,7,48,209
7,0.8,7,48,118
8,0.8,7,48,111
9,0.8,7,48,146
10,0.8,7,48,195
1,0.8,7,48,97
2,0.8,7,48,160
3,0.8,7,48,160
5,0.8,7,48,209
6,0.8,7,48,209
7,0.8,7,48,118
8,0.8,7,48,111
9,0.8,7,48,146
10,0.8,7,48,195
11,0.8,7,48,244
1,0.8,1,64,55
2,0.8,1,111,64
3,0.8,1,99,64
5,0.8,1,169,71
1,0.8,1,64,55
2,0.8,1,120,64
3,0.8,1,85,64
5,0.8,1,149,71
6,0.8,1,162,71
7,0.8,1,99,58
8,0.8,1,84,57
9,0.8,1,166,62
10,0.8,1,294,69
11,0.8,1,255,76
11,0.8,1,255,76
12,0.8,1,143,77
12,0.8,1,165,77
12,0.8,1,138,77
12,0.8,1,180,77
1,0.8,1,48,55
1,0.8,1,48,60
2,0.8,1,48,60
3,0.8,1,48,60
5,0.8,1,48,76
6,0.8,1,48,72
7,0.8,1,48,72
8,0.8,1,48,72
9,0.8,1,48,88
10,0.8,1,48,88
11,0.8,1,48,64
12,0.8,1,48,64
3,0.8,1,48,60
4,0.8,1,48,60
5,0.8,1,48,76
4,0.8,1,48,60
5,0.8,1,48,76
4,0.8,1,48,60
5,0.8,1,48,76
11,0.8,1,48,64
12,0.8,1,48,64
13,0.8,1,48,80
14,0.8,1,48,80
15,0.8,1,48,84
16,0.8,1,48,76
17,0.8,1,48,76
18,0.8,1,48,76
19,0.8,1,48,76
20,0.8,1,48,76
21,0.8,1,48,76
22,0.8,1,48,92
11,0.8,1,48,64
12,0.8,1,48,64
13,0.8,1,48,80
11,0.99,1,260,76
11,0.99,1,648,76
1,0.99,1,100,55
1,0.8,1,146,55
11,0.99,1,587,76
11,0.8,1,531,76
1,0.99,1,111,55
1,0.8,1,107,55
11,0.99,1,2910,76
11,0.8,1,674,76
1,0.99,1,129,55
1,0.99,1,131,55
1,0.8,1,164,55
1,0.99,1,131,55
1,0.8,1,176,55
11,0.99,1,1173,76
11,0.8,1,778,76
11,0.8,1,984,76
11,0.99,1,746,76
11,0.99,1,923,76
7,0.95,1,48,58
7,0.95,1,48,58
1,0.99,1,715,60
1,0.99,1,847,60
